review,label
"HATER   Innum Nalla Kadharunga , Orama Poi Utkarnthu Yosinga Next Etha VFX nu Sollalam Nu ... Aprm antha Vadai ah marakka kudathu Innum Nalla Vada Sudunga",0
Thumbnail na paartha saaho MERI iruku,0
Thala daa  Final dialogue ooh amazing,1
Visuwasamavadhu Kusuvaasamavadhu Parak da Petta Parakk!!,0
Iyooo Vera level trailer mass katudhu,1
thalapathy arasiyal padam nadichi peria newsu Surya nadichi konjam viewsu,1
யோவ் விஜய் சேதுபதி நீ என்னையா பண்ற இங்க.,1
En Da Mayiru Mari comment panringa..andha samudhayam indha samudhayam nu....poi manusana vaala paarunga ellam..chaii,0
"சசிகுமார் அஞ்சலி யதார்த்தமான நடிப்பு ,I am waitingo",1
DARBAR varum varaikkum PETTA va pathu Veri yaethikuvom,0
Climax matum correct taa irukanum mve laa,1
loose pasangala heroin set ye agala da ava paithiya kari mari reaction kudukara  kelvalama iruku as like animated movie...don't you have Brain to think,0
தாழ்த்தப்பட்ட சாதியினர் தவிர வேறு யாரும் காதல் பண்ணல அப்படியா?,1
சாதி மாறி திருமணம் செய்யும் நம் வீட்டுப் பெண்களையும் ரோட்டில் கட்டி வெட்டுவோம்,0
Sema Mass ....POLI...... SURIYAVAUM ANTIINDIAN akitanga PA...,0
Hey kaithai deepavali ku film release pannitama floop ayidim..annan verithanam realised....pongaluku relise panniko polachikuva,0
Enna Da idhu Vijay ya ipdi pantaanga... Paavigala nnu nenachi mudikala adukulla vachitaanga Ajith scene... Appa saami,0
THALA FANS LETS CELEBRATE OTHER MASS CLASSIC TRAILER WORLDS NO.1 LIKES VIEWS QUICKLY NEVER EVER GIVEUP... GIVE ME MORE,1
Jayam ravi. Vera level Super padama irukkapoth,1
மண்ணு பொண்ணு ரெண்டும் ஒன்னுதான் யார் மேல கை வச்சாலும் சும்மா இருக்க மாட்டோம்  வசனமெல்லாம் நல்லாதான் இருக்கு பொள்ளாச்சி போன்ற பாலியல் குற்ற சம்பவங்கள் நடக்கும்போது ஆதிக்க சாதி தலைவர்கள் என்ன பண்ணிங்க  இப்பே அவனுங்க ஜாமின்.வாங்கி வெளியதான்.சுத்துரானுங்க அரசாங்க.திட்டத்தால் அப்பாவி மக்களின் நிலம் கையகபடுத்தப்படுகிறது அப்போ என்ன பண்ணிங்க சாதி வெறிய தூண்டுற வெண்ணைங்க நீங்க எப்போ திருந்துறிங்களோ அப்போதான் நாடு திருந்தும்  என்னோட இந்த கருத்து அனைத்து சாதியினருக்கும் சேர்த்துதான்,1
Sir next film also seme mokke,0
மாபெரும் வெற்றியடைய வாழ்த்துகள்...ஈன பிரவிகளின் தோலுரிக்க திரௌபதி...🦁,0
Kola gaandula irruke mavane kollama vida maatan,0
என்னுடைய நீண்ட நாள் கனவு இன்றைய சூழ்நிலையில் நடக்கும் நாடக காதலை தோலுரிக்கும் படம் படைத்தற்க்கு மிக்க நன்றி.,1
Frame to frame remaje of Hindi movie pink,0
சீறு என்ன கதீ சிவ போறிய இல்லை பென்சில் சீவ போறியா இல்லை சேவல் சீவ போறிய  Jiva look comedy  adei Telugu Padam copy Da  stunt over Iruku Da  Mokka Padam idhu  Jiva flopapa  flop on the way,0
NGK FIRST SHOWS KANUNAVAR LIKE ADIKADA,1
Hindi padam trailer patha maari iruku,0
"Am from Kerala,trailer vera level broi",1
முதலியார் சமூகம் சார்பாக வெள்ளி விழா காண வாழ்த்துக்கள்,1
Ànbea peranbea song vidranga Vikram son teaser vedraga ana trending thala than pure mass,1
வாழ்த்துகள்...இப்பட இயக்குனர் அவர்களுக்கு.... இன்னும் எதிர்பார்க்கிறோம்..... சகோ...,1
100 kodi adikirom ajith thatha va thookurom,0
செம....என் சுற்றார் உறவினர் நண்பர்கள் எல்லார்க்கும் அனுப்பறேன்.....உண்மையான சமூக விழிப்புணர்வு படம்....,1
Super  punch to marati Rajini,1
Nadiyoke shakthi illa ivnella hero ankond tirgtira nimge taste illa illandre kannu illa,0
Nalla padatha pattute somberiya ve irungge da pe payalungala.. urupadatha oru naadu,0
பாரத கலைவேந்தன் தமிழ் இனத்தின் இதய துடிப்பு எங்கள் இதய நாட்டு முதல்வர் சூப்பர் ஸ்டார் விஜய்யின் பைரவா வின் வருகை உலக தமிழ் சொந்தங்களுக்கு ஒரு இனிப்பான நாள் - பைரவாவின் வருகைக்கு வெறித்தனமாக காத்திருக்கும் விஜய் பக்தர்கள் ஸ்ரீரங்கம் திருச்சி,1
ஜாதி படம் எடுத்தா ஓடும் என்ற ஆசை உருவானாதா🤣 அடுத்து என்ன பேய் படமா,1
Siva movies elathulayum villain mind voice ah kathii kathii pesama irundha nalla irukum :-/,0
After bigil trailer kaithi trailer kanamapoidum...,0
இலங்கையில் அரசியல் பொதுவுடமை புரட்சியை நடத்திய JVBயை வைத்து ஒரு படம் மா இது?      சூர்யா வின் ஆயுத எழுத்தின் பாகம்  2 டா இது...,1
"My fav surya ,k.V aanand ,Haarish",1
Deiii; ithu antha robert deniro padam illa?,0
வன்னியர் சமூகம் சார்பாக இயக்குனருக்கு கோடான கோடி வாழ்த்துக்கள்,1
பிழைக்கவும் ரஜினி..பிச்சை எடுக்கவும் ரஜினி பெயர்.. முகவரி தொலைத்த காணாமல் போனவர்கள் பிரபலமாக ஒரே வழி ரஜினி..ரஜினி..ரஜினி..,0
Ada dei nama sambatha da dei,0
Andha 19 k unlike panavangaluku kolandha porakathu,0
Sema mass #THALA vera level,1
Andha loosu atlee movie ku kaidhi evlo nalla iruku Andha vijay ku acting ae varadhu,0
"Ena da mairu mari erukku ,",0
Vesi come trailer utter flop Padam ASHIT Badu.....,0
Semma Semma i love you thala,1
Missed 7am tickets here in Bangalore .. aana 10.45am ku maaraana mass dhaan. Rage!!,1
padatha pakka kola kandula iruken diiiiii,0
இப்போ பாருங்களேன்   இங்க ஒவ்வொருவருக்கும் விதமான பைத்தியம் அவனுக்கு பொண்ணுங்க மேல பைத்தியம்னு எவனாவது Meme போட்டுருப்பான்,0
எங்க ஊர் பொண்ணுங்க இவணுங்கள்ட மாட்டிக்கிட்டு படாத பாடு பட்டிச்சிங்க இந்த படத்த பார்த்தாவது திருந்துங்கடி...,1
Namaku thevanathu nama tha adichi vanganum,0
Yan na 40 years ah thalaivarukku opposite innu sonna yellarum ippo kanama poitanga....avungaluke intha nillamai na...nenga la listlayea illa paathukanga.,0
Siva sir your SPL Thala love you,1
Ajith fans poi sivakarthikeyan record beet panna parunga inga vanthu karuthu solitu irukathinga unga vedhalam vida remo vasul adhigamama .poi thongungugada,0
Vaaa d va.....      ..bigil oda......va.!..,0
"Yooo Mani , movie la mattum Vijay sethupathi sir mattum , yathachu small role iruthuchu... koyaila padamey odathu yaaaa...",0
Ketukonga da ...oruthar mela irukura viswasathukaga edhuku inoruthara asinga paduthureenga......,0
You kena tunggu lebih lama lagi.. untuk tau saya 🤗,1
Who else already watched keka bekka keka bekka  short film ?,1
Vijay Sethupathi fans Marana Waiting Petta,1
BABL Thala AJITH in serapana Movie vazthkal,1
wowwwwwwww soooooooooooo cuteeeeeeee bro semmaaaaa teaser,1
Karuthu Soldrethuna Puthusa Ethachum Yedungeda..Sequel Edukurenu 1 kum Ithukum Samanthame Illame Panni Vechirukinge.Nadodigal Paakure Feel'eh Illeda Sutthama.0:42-0:51 Ithellam Enna Karumam'nu Sollunge,0
vandha raja va than varuvan appadi vantha rajavuku 100 dosthustr fans hit like!,1
Mugamoodi maari aagama irundha sari Irumbuthirai maari blockbuster aaga podha pappom Dec 20,0
"இது படம் அல்ல,,  பெண்களுக்கான பாடம்,,,  படம் வெற்றி பெற வாழ்த்துக்கள்",1
Juz 13 hr 4 m views,1
Indha padam commercial ah flop aagum paarunga...  Rajini sir avamanapaduthana endha padamum oodadhu....,0
Hittu hittu hittu...... Vasool mannan neethaan thalaiva,1
Entha oru publicityum illama oru trailer ku Ivlo likes vanga thalaiyala mattum than mudiyum,1
சொல்லவே வேண்டாம் படம் மொக்கயாத இருக்கும் .... சாதி பாத்துலாம்... சொல்ல...  சாதி வைத்துதான் ஓடும்... நானேபோய்  பார்பேன்... உண்மையில் என்ன பிரச்சினை என்று பார்க்க..,0
illaadha onna irukkura maariye kaamchi neenga panam panna usupethi vida vendidhu. Vekkama illa ? indha galathula enagada irukku caste jaadhilam ? summa. endha galathlayum 4 per apdidhaan pannuvann. andha naaley naalu perkaaga ellarum caste paakraanga sonna adha vida koomuttathanam edhuvum illa.,0
kotha mass da thalapathy mass da,1
13k anil fans disliked. Sooriyan paathu etho kulaicha kathayaa irukku. Thanks mass da,0
yaar ellaam thala ah theater la paarka marana waiting la irukinga oru like podunga,1
Ennada bgm idhu Baga Baga nu,0
Padam verti para thalapathy fans sapaka vailthukail,1
இந்த படம் பள்ளர்களுக்கு சரியான சாட்டை அடி...,0
Sema trailer Ravi ... Finishing amazing .. nee kalakku Machi ella characterum unaku pakkava iruku ... Nee engaloda comali namma seyuvom ellorayum comali ...,0
Thala thala pesunaa anilu ammaiyan vjmaaa Ku tharama sembavam irrukku daaaa anilu Vick sorry kotte pathy,0
Nan like 2avthu 12;30AM pana after I'm seen 12: 49 Nan third like Pannu na appo  116k likes 13k dislike  7k comments at 12: 49AM,1
Kekka bekka kekka bekka short movie concept,1
Man semma simbu and Sethupathi Adhurs,1
Yarellam padatha pathuttu trailer pakka varinga,1
cinematorgraphy semma. neriya shot romba alaga iruku,1
ANANDHI ARMY HIT LIKE!! Ennayum ipdi aakitingale Anandi... #AnbukkuNanAdimai,1
"Dei _tha ____ ngala puppy la irukavan la villanada jiiva oda worth enna theriyuma Routhiram, Ram, Katrathu thamizh, nu evlovo iruku neenga ena da na sappy potta kottaya villana kuduthirukinga",0
Ellarum(all castes include sc St) saadhiya Nakkittey irukanga vai valikala(ithula pengal pathukappu &theendamai enkira idaothukidu Vera). Japanese kitta irunthu valkayoda mukkiyathuvam matrum nattoda porulatharathil Thani manitha pangu ennanu therinjukongada... Humanity illatha loosu payalugala thu...,0
Mr director poi solla koodathu porikki pond........,0
Yellam great... Ivarukaga theva ilama oru fight scene add paniruku padathula... Unwanted.. adhe originality nalla irundhirukum avaruku... Little disappointed..,0
Thala nale masss than trailor masss kamikuthula,1
Thala #Ajith marana mass #NkP,1
நான் தஞ்சாவூர் ஈசன்நாட்டு கள்ளர் சார்பாக நாச்சியார் draupathi  படம் வெற்றி அடைய வாழ்த்துக்கள்,1
pulli mattum illama therri recordum beat aagum varlam varlam VA bairava,1
1m like reach aaga wait panra thala fans mass ah therika vidunga..,1
innum 6000 mika vekama varaddum like podungkal,1
Yaaru da andha 9k dislikes uh,0
Enna da saw movie copy ah,0
really hats off thala....romba kasta patrukinga intha udamba vachutu...but trailer teaser alavuku ila...please  romantic scenes matum kuda hair dye adinga...paaka mudila..... best of luck,0
Objection ur honour tavura vera dailogue ille pola,1
str str str str str str str str str str str str str str str str str str str str str str str str only thalaivan str,1
"மாவீரன் காடுவெட்டியார் ஆசியோடு திரௌபதி மிரட்டுவாள்…!!!   இந்த திரைபடம் மூலமா எந்த பிரச்சனை வந்தாலும், அதை உடன் இருந்து, எதிர்கொள்ள தயார்…!!! இவன்- மாவீரன் காடுவெட்டியார் வளர்ப்பு",0
Dai oru time sense illa first 6pm ippo,0
Padippa mattum namma kitterndhu edukkuvey mudiyathu....,1
"Intha natula ovanum oru vithamana paithiyam....nanga yuvan,surya,selvaraghavan combination mela paithiyam",1
உங்கள பார்த்தா சிரிப்பு போலிஸ் மாதி இருக்கு,0
தலீத் மக்கள் என்றும் இந்துக்கள் ஆக முடியாது . பொள்ளாசி சம்பவம் எல்லாம் இவர்களுக்கு பெரிதல்ல,0
நாடக காதல் கும்பலின் கூடாறத்தில் தீ வைத்தது போல் உள்ளது இந்த தி(தீ)ரௌபதி.,1
james bond troll video madhiri iruku indha trailer hahahhaaa.....,1
Ippove therinji pochi indha patam atta flap🤣,0
I'm waiting Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala,1
yenpa Hari kathu  kuinunu kekuthuthula,0
என்ன டா first வரது vodafone மியூசிக் மாறி இருக்கு,0
theri mass teaser...... varlaam............ varlaam va........... varlaam va........... #BAIRAVA,1
Kaatu paiyaan sir indha karthi...       Marana kaatu kaata poraan...,0
dislike pottavangalukku irrukku mersal thann kandippa  most disliked traileraagum,0
Innum ethana kalam thn idhu mariye padam edhuthu savadipinga different ah  try pannunga pa,0
ARUN VJ FANS ... FANS HIT LIKE,1
பழிவாங்கனும்னா எங்கள தொடுங்கடா (ஆம்பளயா இருந்தா) எங்க வீட்டு பெண்கள தொடங்கீதங்கடா .....,1
Petta parak rajinians mattum ulla iru mathavanlam odi poidu vantha thangamatta,0
Yenna aal da anda Arjun Das   voiceum faceum apdiye nachchunu irukke,0
thala rasigana vida thapathy rasigandhan adhigama pakranga.. eppa varum notta sollalamnu.. pudichirundhalaum... comment podanumnu podranga... edukkkkkkku...,0
"Vanmathin utcham.... paaa ivalo comment type panni like vangunavan, like pottavan nenachi payithiyakara pasanga kuda vazhura mathri irukku. Daii nenga ellarom than da real terrorist...",0
Eppo la kutty ponnuku matter pathithreuthu enna valaka da dai,0
முத்துராஜா சாதி குடி சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,1
Next generation um ithaiye than pesitu irupingala da... Yenda jathi matham nu ungala neengale alichikuringa... Aana onnuda... Yevanum inga yogiyan ila.. oruthana oruthan kora sollama tamilaiyum tamilanaiyum vazhaka paarungada... Unity is our strength. Pls understand.,1
Yaarella Tee Jay note panigeh fans oru like podungeh 🤩🤩🤩,1
Dislike podura alavaku intha trailer yathum illa so 🤩,0
24K likes left for 500K likes,1
என்னாமா கூவுறானுங்க டா  முடியல டா யப்பா,0
Director thirutu nai  avanota suya labathukaga jathi sandaiya young people kita spread pantra,0
Deepa maari irukuthu not like as Jayalalitha,0
"Balance kodunga. Dei nee koduththa balance thanda ,",0
1:41 Second Goosebumps Movement....BGm vera Lvl...,1
Ponna pundaingala ellarukum ponnu irukuda athuku enda oru aala kuri vachi solringa Pollachi la othanunga unga akkalaiyum thangachiyum,0
"அடேய் சூத்திர boys , நீங்க ஏன் டா ஜாதி பெரும லாம் பேசுறீங்க?    பார்ப்பான் ஓட வப்பாட்டி பசங்க தான டா நீங்க எல்லாரும்,, அத போய் பெருமை யா சொல்லிட்டு சுதிட்டு இருக்கீங்க, ஆனா உலகத்துல யே ,தேவிடிய பசங்கனு பெருமையா சொல்லுகிறது நீங்க தான் டா,, திருந்துங்க டா, அவன் எவ்ளோ அசிங்கமா உங்க ல உங்க அம்மாவ சொல்லி வச்சிருக்கான், அதா கேளுங்க டா , முட்டா பீஸ் களா",0
Trailer mudiyuravarai remake thana nu thonite irukku...  Oru feel e illa...,0
Vera level thalaivaaa... trailer pathu padatha theatre la pakka anga vittutingaa,0
அடங்க மறு கும்பலை அறுக்க வருகிறாள் திரௌபதி.....,0
"haha his last sentence in malayu kena tunggu lama lagi,untuk tahu saya mass",1
Comment la ellam kudutha kaasuku mela sombu thookuranga,0
Valikutha ValiKutha NeNjuKullEee...... AvA SiNGle Endru status Matti Pottitale   .... Kathale mArak neneachu nenachu sIrkaira en Kathali mogThu NeNachu $IRiKire,1
Love u thalivaa Telugu lo kavaali saami,1
"Vera level NGK trailer super Annan and selvaragavan youvan,",1
Ayyo wait Panna mudiyale.yennathanda panni vechirikinge,0
Yaen da ungalukkallam Tamil pesura heroine aa kedaikkala. Indha naaya potrukkinga. Che. Romba kevalamaa irukkaa. Ivalukkku tamil ae theriyadhu.,0
kokkamakka Therikkuthu Perfect  pongal release .movie,1
All the best for biggest blockbuster after something something.,1
Thalaivaaaaa.......... naan marana waiting la irundhen for trailer. Enakku oru pala kedachuruchu............,0
Fucking 3k dislikes.... All dat 3k r wig visay pans till 12:07 Am,0
Gommalakka veara leavel lla iruku,0
Adaei idhu Johnny quest music ila ?!?,0
நாயுடு சமூகத்தின் சார்பாக திரைப்படம் வெற்றியடைய வாழ்த்துக்கள்...!,1
Yarulam 11M views vanthuruchanu pakka vanthinga like podunga,1
விழுப்புரம் மாவட்டம் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள் எங்கள் 100% ஆதரவு இந்த படத்துக்கு இருக்கும்,1
"Tamil Suriya fans like ,, Telugu fans comment",1
Unga ponnungale Olunga valangada potta Thevidiya payalugala,0
மாரியமங்கலம் வன்னிய நண்பர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் அண்ணா,1
"Boni kapoor sir ini entha update illama ethum release panathinga sir,  intha chinna pasanga tholla thanga mudiyala",0
Lite ah keka bukka short film upgraded verison mari iruku .,1
Padam pathuttu vanthu tralier pakkuravagaa like pannungaa,1
"வேலைக்கு ஆட்கள் தேவை இடம் : சென்னை வயது :18 to 28 வருமானம் :15000 ‍to 25000 நிரந்தர வேலை தங்குமிடம் இலவசம் ,  7538889725",1
"Jathi Veri piditha mirugangalal Matumae ipdi Oru padathai kuduka mudiyum, paratavum mudiyum.. Grow up guys...",0
"வள்ளல் வல்வில் ஓரிகவுண்டர் பேரவை,  கொங்கு வேட்டுவக் கவுண்டர் கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்",1
It looks like a animated movie,0
Sundar Ramasamy fans lam thalli poi veladunga. Thevayillama katharama unga actorku support panni jeika vainga,0
Poda loosu paualey.. ivanala vachi Padam edekarankeley,0
kaatu mokka.singam enna kudhira mela varudhu,0
Semma ... that Rajani part ultimate,1
selva sir intha padam eapdium unga master piece ah irrukumnu naa namburen sir all the best sir,1
Otatha movie ku  ethuku trailer,0
Sema trailer ayan matran kaprm join panirukinga romba ethirpakurom,1
yen da eppothume orey maari padam nadikiran da ivan,1
Ella padamum advice padamave iruku ba  eppavachu onnu vandha paravala eppavume advice ah,1
Kanithan + mugamoodi Neenga nambalainalum ithan nesam,0
Supper movie vunaku move supper dha eeraku,1
Jathi veeri  yen da epdi oru padam,0
Starting scene pakum pothu suriya looks like birava vijay,1
Thaliava vera level super pakka semma mass,1
டிரெய்லர் நல்லா இருக்கு.. ஆனால் கமெண்ட்ல கொஞ்சம் பேரு கண்ணுக்கு  பற ஜாதி  பசங்க மட்டும் தான் இப்படி பண்ணுறாங்கனு  சொல்லுர. நானும் பறையன் தான்டா நா அப்படி பண்ணலயே டா அப்பரம் என்ன பு... க்கு எல்லாரையும் சொல்லரே.ஓத்தா டேய்  அடுத்த ஜாதி கார பெண்களை எவனும் காதலிக்க கூடாது மீறினால் காதலித்து ஊர் சுத்தரவங்களே அடிங்கடா தூக்கி போட்டு மிதிங்கடா . எல்லோருக்கும் ஒரே நியாயம் தான்.. ஜெய்பீம்,0
"Vijay oda nipaitigaka unga padam scene la ,,  thala kita vantha mavanai screen kilichudum,,,,olunga last 3sec thala vara padathula irukaa kudathu , this week irunthuchu aathi un padam kali",0
ஐயஏம்   தல    பேண்   லைக்  சூர்யா   அண்ணா,1
உடையார் சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,1
இவ்வளவு லைக் வருது ஆனால் எந்த அரசியல் சொரி நாய்கள் நமக்காக வரமாட்டேங்குது,0
Judge:thala courtla ipadi lam katha kudathu,0
Oruthar mela neenga viswasam katurathukaga inoruthara yen asinga padithuringa,0
India vula Thala kku mattum thanda mass opening his... Thala veriyanda....,1
nasthi thailva.... varalam varlava varlava va varlava va bhairava.....sema masss,1
ப்ரண்டுனா பேஸ்புக் ல லைக் கொடுக்குற ப்ரண்டுனு நினச்சியா ...? லைபே கொடுக்கனும்டா.....,1
Prasanna devan patam vetri pera valthukal by akammutaiar aranthangi,1
Yaara Yaara Yaara ivan Teaser paatha Puriyum .... <3 <3 <3,1
முதலியார்கள் சார்பாக  இயக்குனருக்கு வாழ்த்துக்கள் அண்ணா   படம் நல்ல வரவேற்பு வாங்கும்,1
Idhuku dislike pota naainga ratham kakki saavuvanunga....,0
no money no booze no bikini clad girls just pure rap by siva,0
Serving soon aah  soodu aari poyi 2 varusham aayiruchu,0
"டேய் கோமாளி கூமுட்டைகளா, தலைவர் அரசியலுக்கு வருவேன் சொன்ன வருடம் 2017 டிசம்பர் 31... உங்க படத்தின் கதை 2016 ட முட்ட கூ........",0
AK boys get ready to dislike mersal.,0
Surviva & Aalaporaan tamizhan Best SONGS of 2017,1
oruthar me neenga viswasatha katrathukaga inourthara yen asinga paduthuringa???   Thala mass,1
5.7k Real Comalis are 2k kids,0
Adimainga ellam onnukoodittangala... paappanoda adimaingalukke ivvalavu thunichalna avanoda ethirikku eppudi irukkum,0
Ravi anna luv u so muchhhh............,1
Ivarku lawyer style and body language varla. Romba mosam. Olunga pesa kooda illa. Lawyer mathiriye illa mokka,0
teaser sema Na....varala varalam vaa varalam vaa bairavaa..,1
vijay : ennnadaa panni vachi errukinga hip hop aadhi :  hahahaha,1
1.1k dislike ethuku da dai entha trailer ku en da korachal...,0
படம் வெற்றி பெற வாழ்த்துக்கள்.. அனைவர் தரப்பு நியாயத்தையும் சொல்ல உரிமையுள்ளது..,1
HELLO YOUTUBE TRENT ON1 BUTTON YOUR SOFTWARE DEATH AH,0
Bairava's 4 days view is S3's 2 day view,0
1:47 adichu odra adha odra adha odra adha odraaaa🤣🤣,0
Bgm kae oru likeah alli vidalam...,1
Kiduveeee.   A Mani Ratnam Magic. .  .,1
2.05 Nan arasiyaluk varuven.... Ayyo edhu 96 palasu... Varu varadhu... ...  Edhu nejma nalla vecchi senjemadri erku.,0
Late getup suriya mass one .,1
His wig got me ROFL,1
ஏழுமலை தேவர் சமுதாய சார்பாக இந்த படம் வெற்றியடைய வாழ்த்துகிறேன்,1
Ithu english hollywood trailer ille.. athukum melle melle !  Ayo namma nattillu ippadi oru trailer ellam.. chance ille!,1
antha 96 scene sema ha ha ha...,1
Thalaivar'ku vayasaiduchinu yaru sonnathu trailer paru summa thala suththuthula,1
"பள்ளப்பட்டி சத்ரியன் பாய்ஸ்தப்பட்டை குழு இண்டூர் தருமபுரி மாவட்டம் 9715569709, 9787144438, 9159918414, 6383454775, 6381722715",1
bass music  its my ringtone La La La La La Surviva.,1
"உண்மை தான்  சினிமா , Tv  கரந்தன் சாதி என்று பெயர் சூட்டி விட்டர்கள் இன்று அண்மற்றும்பெண் பொதை பொருளாக  வைத்து வீட்டார்கள் மனிதபிமனம் மறைந்து விட்டது இந்த media உலகில்  நல்ல இருக்குற குடும்பத்தில் காதலை தூண்டும் விதமாக சினிமா  இருக்கிறது இன்று  குடும்பத்தை மதிக்கத்தக்க வேண்டும்",1
s intha trailer ku enda dislike panuringa,0
6k dislike கன்டிப்பா விருந்தாளிக்கு பொறந்த நாயே தான் இருப்பாங்க 🤮🤮🤮🤮,0
Oru porambokku herovaga nadikkum padam endru promo podavum,0
viswasam Ku irundha opening iduku illa y🤔.still only 10 M.viswasam trailer 14 M in one day.edo onu miss aavudu,0
Hit like 3M ...Thala Mass,1
Thalaivar oada intha vayasukum make up pottalum semmaya irukaraea.... Ipoo irukura actors ivaroda age Ku nadika mudiyuma.....,0
டேய் ஒவ்வொரு கள்ளப்பயலும் குடும்பத்தோட போய் பார்க்கனும்...,1
"That allu allu dialogue delivery reminds me of Vettai, vettai vettaikaran LOL",0
hai vijay Anna am big fan str....but neenga str Ku Anna so yengalukkum neenga annatha prsnl umm ungala pudikkam tamilan vaalanum na by rtr,1
VIJAy sethu pathi yoda thivara fan na avarkruka tha padam papen,1
"ada popa , unaku vera illaya",0
ஒரு ட்ரெய்லர் ஒரே ஒரு ட்ரெய்லர் பாதிக்கப்படும் எல்லாசமுதாயத்தையும் ஒத்துமை படுத்திடுச்சி,1
awesome teaser   waiting for movie  die_hard_fan vijay,1
Padam mokka ya irukka poguthu nu thonuthu...,0
scenes resemble django unchained - Tarantino 's movie,0
Petta Teaser Evlo Vaatti Paathurikinga Guys,1
Lol something different vere level anna,1
Trailer super and mass but kabali kuda oops sorry na rajini fan iligo ana ajith fan....,0
ரெட்டியார் சமூகம் சார்பாக படம்  வெற்றி பெற வாழ்த்துக்கள்... Mohan  G all the very best we all behind you.,1
"Suriya Anna dhan Ennaikume Gethu , Mass",1
Indha Year Engaluku -Bairavaa Surya fans ku - S3  Aamais - Mangatha dawww ..,0
ஒரு ஜாதி ய மட்டும் குத்தி கட்டுகிறார் அப்படி இன்ன என் ஊர் ல இருக்கும் கீழ் ஜாதி யன வன்னியர் களுக்கு எங்க பெண்ண தெட்ட ஒத்த உன்ன வெட்டுவேம் டா என்ன kuthi comments pandringa ipo thearithu eagaluku baiyathinganu,0
Kola gaandula irukken .... Semma dialog .... Petta adhurudhu,0
திருமாவளவன் ஆணவ பேச்சு வீடியோ லிங்க் பாத்துட்டு வந்து இங்கே கமெண்ட் செய்யவும். சரக்கு மிடுக்கு...,0
Ivaru tha hero mathavanka LA zero va title yosika therila Ivan kuda action king vera pathu ena nadaka pokutho,0
jayam ravi sir oda other getups paaka wait pandravanga like podunga !!... comali 2 venum nu soldravanga,1
Heyyyy my favourite anandhi kaagave naan paarpen,1
Thalaivaa verra level marana mass trailer,1
Tamilnadu maical Jason  sir Tamil a marudthingala,1
Pongal’uku “Sweet Sapda Porom” all Thalaivar Veriyans...,1
701 likes thala fans 1 million likes varanum pangaaigala,1
Nadodikal 1 @ namakkal    Namakkal pasanga,1
எத்தனையோ படங்கள் எடுத்துவிட்டனர் சிலர்...... ஒரேஒரு படம் அனைவரையும் கதரவைத்துவிட்டது       மனமார்ந்த நன்றிகள்,1
Rajini maderi oru potta paiyanukku Tamil cenimavul itam kudukkakutadu,0
ரஜினி வேகாத மண்டையன்னும் டிரைலர் பார்த்துருப்பான்ல..🤣இத பார்த்து தொங்கிருடா ரசினி🤣,0
Dhanush - Vetrimaran - Gvp Yarrukellam intha combo pidikum,1
Climax vera level Athaan thala vera evanaalayum itha solla mudiyumaa ?,1
நான்முகமும் அருமை..என்று நினைப்பவர்கள் like  செய்யவும்...,1
Kola kaandula iruken mavane kollama vidamaten sema dialogue,0
"Trailer ippadi irukanum, Bigil m iruka samiii parka mudiyala",0
"KAAPPAAN TRILLER MOVIE MASS BROS.......,................... KAITHI ALSO TRILLER MOVIE",0
Thalaaaaa.  Super.  Bgm Vera level,1
0.35 & 0.55 sec   wowwwww,1
0.51 Sec Hollywood level la iruku,1
Ennada idhu views stuck aahi nikkudhu...,0
Mrg elunthathum bathroom pohama pakravanga like podathinga.. Poi velaya parunga..,0
Bgm like nkp theme va modhiparu🤔🤔,0
Thalada  .. ..... Ooothalakka Vera yevanum mincha mudiyadhuda... Enga thalaya,0
அம்மே  பேய் பயமா இருக்கு (tamilrockers’ல இருந்து கூட Download பண்ணி பாக்க மாட்டோம். இந்த trailer பாத்த data கூட வீனா போச்சு.),0
Irudhiyil ivarum MGR labelil dhaanAvar Cinemavil Hero Vaazhkaiyai ottuvaara,0
Petta trailer therikkithu SIVA engada irukka Thalaya eppada katta pora.,0
செங்குந்த முதலியார்  சமூகம் சார்பாக வாழ்த்துக்கள் ...,1
Vere level. Thala fanz from kerala,1
Vanniyar manigandan sarbaga vetri pera valthugal,1
I love that song Kamala kalasa,1
1:58 idhu yarukko solra mari irukae,1
Viswasam teaser ku wait' panravaga like thatividuga,1
"Vera Level Thalaiva, North Side la Ellarume Jathi Pera Pinnadi Pottukuranuga Namba Yen Poda Kudathu Nambala Enna Illicha Vaya. Jathi Vekko Illa Aathu Tha Namba Munnorgaloda Aadayalam Aatha Eppothum Vida Kudathu. Jathi Peru Avanga Avanga Senja Thozhilala Vachi Vanthathu Aathu Namakku Romba Mukkiyo Eppothum. Sathriya Vamsam.",1
Who will play Subramaniyam swamy in it??,1
Real hero pon manikavel ayya ku samarpanam the real cop,1
on Vijay on ajith one and only Super Star Rajinikanth is maas,0
